age,z_index,z_world,display_region,n_spots
E15.5,0,-4.12,BT,68
E15.5,1,-4.1,BT,244
E15.5,2,-4.08,BT,382
E15.5,3,-4.06,BT,518
E15.5,4,-4.04,BT,668
E15.5,5,-4.02,BT,804
E15.5,6,-4.0,BT,974
E15.5,7,-3.98,BT,1163
E15.5,8,-3.96,BT,1369
E15.5,9,-3.94,BT,1607
E15.5,10,-3.92,BT,1878
E15.5,10,-3.92,GE,16
E15.5,11,-3.9,BT,1969
E15.5,11,-3.9,GE,148
E15.5,12,-3.88,BT,1991
E15.5,12,-3.88,GE,348
E15.5,12,-3.88,Septum,10
E15.5,13,-3.86,BT,2007
E15.5,13,-3.86,GE,602
E15.5,13,-3.86,Septum,24
E15.5,14,-3.84,BT,2012
E15.5,14,-3.84,GE,1054
E15.5,14,-3.84,Septum,100
E15.5,15,-3.82,BT,2108
E15.5,15,-3.82,GE,1460
E15.5,15,-3.82,Septum,214
E15.5,16,-3.8,BT,2629
E15.5,16,-3.8,GE,2088
E15.5,16,-3.8,Septum,834
E15.5,17,-3.78,BT,3426
E15.5,17,-3.78,GE,2420
E15.5,17,-3.78,Septum,1204
E15.5,18,-3.76,BT,4966
E15.5,18,-3.76,GE,2842
E15.5,18,-3.76,Septum,1576
E15.5,19,-3.74,BT,5882
E15.5,19,-3.74,GE,3186
E15.5,19,-3.74,Septum,1805
E15.5,20,-3.72,BT,6584
E15.5,20,-3.72,GE,3548
E15.5,20,-3.72,Septum,1941
E15.5,21,-3.7,BT,7317
E15.5,21,-3.7,GE,3830
E15.5,21,-3.7,Septum,2037
E15.5,22,-3.68,BT,7862
E15.5,22,-3.68,GE,4112
E15.5,22,-3.68,Septum,2144
E15.5,23,-3.66,BT,8376
E15.5,23,-3.66,GE,4366
E15.5,23,-3.66,Septum,2207
E15.5,24,-3.64,BT,8707
E15.5,24,-3.64,GE,4644
E15.5,24,-3.64,Septum,2295
E15.5,25,-3.62,BT,8977
E15.5,25,-3.62,GE,4904
E15.5,25,-3.62,Septum,2395
E15.5,26,-3.6,BT,9271
E15.5,26,-3.6,GE,5124
E15.5,26,-3.6,Septum,2469
E15.5,27,-3.58,BT,9493
E15.5,27,-3.58,GE,5366
E15.5,27,-3.58,Septum,2536
E15.5,28,-3.56,BT,9719
E15.5,28,-3.56,GE,5604
E15.5,28,-3.56,Septum,2587
E15.5,29,-3.54,BT,9962
E15.5,29,-3.54,GE,5860
E15.5,29,-3.54,Septum,2645
E15.5,30,-3.52,BT,10174
E15.5,30,-3.52,GE,6132
E15.5,30,-3.52,Septum,2710
E15.5,31,-3.5,BT,10409
E15.5,31,-3.5,GE,6372
E15.5,31,-3.5,Septum,2768
E15.5,32,-3.48,BT,10593
E15.5,32,-3.48,GE,6584
E15.5,32,-3.48,Septum,2814
E15.5,33,-3.46,BT,10772
E15.5,33,-3.46,GE,6776
E15.5,33,-3.46,Septum,2854
E15.5,34,-3.44,BT,10993
E15.5,34,-3.44,GE,6980
E15.5,34,-3.44,Septum,2889
E15.5,35,-3.42,BT,11230
E15.5,35,-3.42,GE,7122
E15.5,35,-3.42,Septum,2928
E15.5,36,-3.4,BT,11495
E15.5,36,-3.4,GE,7303
E15.5,36,-3.4,Septum,2961
E15.5,37,-3.38,BT,11761
E15.5,37,-3.38,CP,48
E15.5,37,-3.38,GE,7404
E15.5,37,-3.38,Septum,3017
E15.5,38,-3.36,BT,11955
E15.5,38,-3.36,CP,102
E15.5,38,-3.36,GE,7510
E15.5,38,-3.36,SeptalVZ,26
E15.5,38,-3.36,Septum,3021
E15.5,39,-3.34,BT,12107
E15.5,39,-3.34,CP,174
E15.5,39,-3.34,GE,7568
E15.5,39,-3.34,SeptalVZ,70
E15.5,39,-3.34,Septum,3026
E15.5,39,-3.34,VentralVZ,2
E15.5,40,-3.32,BT,12204
E15.5,40,-3.32,CP,256
E15.5,40,-3.32,GE,7604
E15.5,40,-3.32,SeptalVZ,110
E15.5,40,-3.32,Septum,3011
E15.5,40,-3.32,VentralVZ,16
E15.5,41,-3.3,BT,12258
E15.5,41,-3.3,CP,326
E15.5,41,-3.3,GE,7630
E15.5,41,-3.3,SeptalVZ,148
E15.5,41,-3.3,Septum,2992
E15.5,41,-3.3,VentralVZ,44
E15.5,42,-3.28,BT,12346
E15.5,42,-3.28,CP,398
E15.5,42,-3.28,GE,7580
E15.5,42,-3.28,IZ,4
E15.5,42,-3.28,SeptalVZ,160
E15.5,42,-3.28,Septum,2979
E15.5,42,-3.28,VentralVZ,86
E15.5,43,-3.26,BT,12424
E15.5,43,-3.26,CP,470
E15.5,43,-3.26,GE,7547
E15.5,43,-3.26,IZ,18
E15.5,43,-3.26,SeptalVZ,176
E15.5,43,-3.26,Septum,2964
E15.5,43,-3.26,VentralVZ,120
E15.5,44,-3.24,BT,12410
E15.5,44,-3.24,CP,528
E15.5,44,-3.24,DorsalVZ,8
E15.5,44,-3.24,GE,7543
E15.5,44,-3.24,IZ,40
E15.5,44,-3.24,SeptalVZ,184
E15.5,44,-3.24,Septum,2957
E15.5,44,-3.24,VentralVZ,144
E15.5,45,-3.22,BT,12388
E15.5,45,-3.22,CP,586
E15.5,45,-3.22,DorsalVZ,24
E15.5,45,-3.22,GE,7585
E15.5,45,-3.22,IZ,54
E15.5,45,-3.22,SeptalVZ,196
E15.5,45,-3.22,Septum,2925
E15.5,45,-3.22,VentralVZ,166
E15.5,46,-3.2,BT,12284
E15.5,46,-3.2,CP,622
E15.5,46,-3.2,DorsalVZ,50
E15.5,46,-3.2,GE,7668
E15.5,46,-3.2,IZ,80
E15.5,46,-3.2,SeptalVZ,204
E15.5,46,-3.2,Septum,2917
E15.5,46,-3.2,VentralVZ,180
E15.5,47,-3.18,BT,12250
E15.5,47,-3.18,CP,672
E15.5,47,-3.18,DorsalVZ,82
E15.5,47,-3.18,GE,7667
E15.5,47,-3.18,IZ,100
E15.5,47,-3.18,SeptalVZ,224
E15.5,47,-3.18,Septum,2875
E15.5,47,-3.18,VentralVZ,196
E15.5,48,-3.16,BT,12118
E15.5,48,-3.16,CP,700
E15.5,48,-3.16,DorsalVZ,128
E15.5,48,-3.16,GE,7697
E15.5,48,-3.16,IZ,110
E15.5,48,-3.16,SeptalVZ,232
E15.5,48,-3.16,Septum,2839
E15.5,48,-3.16,VentralVZ,226
E15.5,49,-3.14,BT,11882
E15.5,49,-3.14,CP,758
E15.5,49,-3.14,DorsalVZ,184
E15.5,49,-3.14,GE,7766
E15.5,49,-3.14,IZ,116
E15.5,49,-3.14,SeptalVZ,252
E15.5,49,-3.14,Septum,2813
E15.5,49,-3.14,VentralVZ,238
E15.5,50,-3.12,BT,11652
E15.5,50,-3.12,CP,804
E15.5,50,-3.12,DorsalVZ,214
E15.5,50,-3.12,GE,7871
E15.5,50,-3.12,IZ,136
E15.5,50,-3.12,SeptalVZ,258
E15.5,50,-3.12,Septum,2756
E15.5,50,-3.12,VentralVZ,240
E15.5,51,-3.1,BT,11248
E15.5,51,-3.1,CP,926
E15.5,51,-3.1,DorsalVZ,224
E15.5,51,-3.1,GE,7989
E15.5,51,-3.1,IZ,166
E15.5,51,-3.1,SeptalVZ,268
E15.5,51,-3.1,Septum,2711
E15.5,51,-3.1,VentralVZ,248
E15.5,52,-3.08,BT,10658
E15.5,52,-3.08,CP,1158
E15.5,52,-3.08,DorsalVZ,242
E15.5,52,-3.08,GE,8173
E15.5,52,-3.08,IZ,250
E15.5,52,-3.08,SeptalVZ,264
E15.5,52,-3.08,Septum,2653
E15.5,52,-3.08,VentralVZ,254
E15.5,53,-3.06,BT,9992
E15.5,53,-3.06,CP,1388
E15.5,53,-3.06,DorsalVZ,258
E15.5,53,-3.06,GE,8354
E15.5,53,-3.06,IZ,392
E15.5,53,-3.06,SeptalVZ,260
E15.5,53,-3.06,Septum,2600
E15.5,53,-3.06,VentralVZ,254
E15.5,54,-3.04,BT,9064
E15.5,54,-3.04,CP,1870
E15.5,54,-3.04,DorsalVZ,276
E15.5,54,-3.04,GE,8572
E15.5,54,-3.04,IZ,524
E15.5,54,-3.04,SeptalVZ,264
E15.5,54,-3.04,Septum,2516
E15.5,54,-3.04,VentralVZ,252
E15.5,55,-3.02,BT,8176
E15.5,55,-3.02,CP,2268
E15.5,55,-3.02,DorsalVZ,298
E15.5,55,-3.02,GE,8735
E15.5,55,-3.02,IZ,680
E15.5,55,-3.02,SeptalVZ,270
E15.5,55,-3.02,Septum,2421
E15.5,55,-3.02,VentralVZ,252
E15.5,56,-3.0,BT,7260
E15.5,56,-3.0,CP,2736
E15.5,56,-3.0,DorsalVZ,334
E15.5,56,-3.0,GE,8922
E15.5,56,-3.0,IZ,856
E15.5,56,-3.0,SeptalVZ,260
E15.5,56,-3.0,Septum,2372
E15.5,56,-3.0,VentralVZ,258
E15.5,57,-2.98,BT,6412
E15.5,57,-2.98,CP,3154
E15.5,57,-2.98,DorsalVZ,354
E15.5,57,-2.98,GE,9101
E15.5,57,-2.98,IZ,1124
E15.5,57,-2.98,SeptalVZ,254
E15.5,57,-2.98,Septum,2275
E15.5,57,-2.98,VentralVZ,256
E15.5,58,-2.96,BT,5866
E15.5,58,-2.96,CP,3292
E15.5,58,-2.96,DorsalVZ,400
E15.5,58,-2.96,GE,9259
E15.5,58,-2.96,IZ,1348
E15.5,58,-2.96,SeptalVZ,254
E15.5,58,-2.96,Septum,2206
E15.5,58,-2.96,VentralVZ,266
E15.5,59,-2.94,BT,5392
E15.5,59,-2.94,CP,3438
E15.5,59,-2.94,DorsalVZ,454
E15.5,59,-2.94,GE,9367
E15.5,59,-2.94,IZ,1560
E15.5,59,-2.94,SeptalVZ,254
E15.5,59,-2.94,Septum,2106
E15.5,59,-2.94,VentralVZ,278
E15.5,60,-2.92,BT,4942
E15.5,60,-2.92,CP,3554
E15.5,60,-2.92,DorsalVZ,558
E15.5,60,-2.92,GE,9482
E15.5,60,-2.92,IZ,1726
E15.5,60,-2.92,SeptalVZ,250
E15.5,60,-2.92,Septum,2004
E15.5,60,-2.92,VentralVZ,284
E15.5,61,-2.9,BT,4502
E15.5,61,-2.9,CP,3592
E15.5,61,-2.9,DorsalVZ,696
E15.5,61,-2.9,GE,9580
E15.5,61,-2.9,IZ,1908
E15.5,61,-2.9,SeptalVZ,248
E15.5,61,-2.9,Septum,1905
E15.5,61,-2.9,VentralVZ,298
E15.5,62,-2.88,BT,4078
E15.5,62,-2.88,CP,3661
E15.5,62,-2.88,DorsalVZ,820
E15.5,62,-2.88,GE,9650
E15.5,62,-2.88,IZ,2106
E15.5,62,-2.88,SeptalVZ,244
E15.5,62,-2.88,Septum,1810
E15.5,62,-2.88,VentralVZ,336
E15.5,63,-2.86,BT,3576
E15.5,63,-2.86,CP,3748
E15.5,63,-2.86,DorsalVZ,990
E15.5,63,-2.86,GE,9692
E15.5,63,-2.86,IZ,2302
E15.5,63,-2.86,SeptalVZ,244
E15.5,63,-2.86,Septum,1704
E15.5,63,-2.86,VentralVZ,394
E15.5,64,-2.84,BT,3094
E15.5,64,-2.84,CP,3857
E15.5,64,-2.84,DorsalVZ,1134
E15.5,64,-2.84,GE,9688
E15.5,64,-2.84,IZ,2444
E15.5,64,-2.84,SeptalVZ,240
E15.5,64,-2.84,Septum,1606
E15.5,64,-2.84,VentralVZ,456
E15.5,65,-2.82,BT,2686
E15.5,65,-2.82,CP,3992
E15.5,65,-2.82,DorsalVZ,1234
E15.5,65,-2.82,GE,9711
E15.5,65,-2.82,IZ,2584
E15.5,65,-2.82,SeptalVZ,236
E15.5,65,-2.82,Septum,1492
E15.5,65,-2.82,VentralVZ,476
E15.5,66,-2.8,BT,2354
E15.5,66,-2.8,CP,4039
E15.5,66,-2.8,DorsalVZ,1308
E15.5,66,-2.8,GE,9689
E15.5,66,-2.8,IZ,2740
E15.5,66,-2.8,SeptalVZ,230
E15.5,66,-2.8,Septum,1407
E15.5,66,-2.8,VentralVZ,516
E15.5,67,-2.78,BT,2118
E15.5,67,-2.78,CP,4108
E15.5,67,-2.78,DorsalVZ,1392
E15.5,67,-2.78,GE,9634
